送樣日期,樣品地段地號,種植作物,EC,pH,有機質,有效性磷,有效性鉀,有效性鈣,有效性鎂,鈉Na
29-十二月-2017,大內頭社段370-1,柑桔,0.123,6.15,1.26724137931035,208.63485029868,168.420894341039,1081.41615730351,206.165826507494,
29-十二月-2017,二重溪段397,檸檬,0.097,7.93,0.375862068965517,10.0600740957197,50.033685894896,3640.93512046294,148.802136021785,
28-十二月-2017,官田區隆田段0474,酪梨,0.113,7.91,1.77241379310345,172.489839904256,71.9643378444112,3566.05952455277,450.908700909717,
28-十二月-2017,官田區西庄段0185-0000.0186-0000,酪梨,0.129,6.64,0.81551724137931,12.6821521414592,84.6154446964916,1919.61797577678,398.192781969146,
28-十二月-2017,官田區西庄段0741-0002,酪梨,0.021,5.13,0.494827586206897,112.692878985239,92.7752044875284,663.180309782893,110.983884137318,
28-十二月-2017,官田段618,小黃瓜,0.476,6.99,2.03448275862069,42.1344993091072,169.217890454061,2890.83106970485,277.072253295939,
28-十二月-2017,西庄段752,酪梨,0.118,7.49,1.74827586206897,521.014527621578,194.000150698938,3654.16522550242,160.418461443393,
28-十二月-2017,西庄段388-51,酪梨,0.332,5.17,1.37241379310345,188.644234208838,92.8946459884242,1436.94346518714,177.751480390825,
28-十二月-2017,西庄段384-2,酪梨,0.066,8.1,0.55,11.7317624273621,47.5708587132857,4194.24548399019,150.880396924334,
28-十二月-2017,官田區西庄段720,酪梨,0.058,8.2,0.467241379310345,13.8351184927827,67.4369510400849,3632.36977440935,152.029612801231,
28-十二月-2017,大客段大庄小段417,火龍果,0.446,6.12,2.20344827586207,1473.23564740682,359.372811630301,3941.15695077092,264.15833655849,
28-十二月-2017,大客段大庄小段0418-0000,黃金果,0.603,5.84,2.19137931034483,605.648511935811,328.22616469735,2649.8345480902,199.665887807422,
28-十二月-2017,官田區番子田759,文旦,0.112,6.49,1.95689655172414,15.6833174493986,75.8041701636089,1860.01816000639,318.911364439263,
28-十二月-2017,官田區番子田759,文旦,0.114,7,1.38620689655172,12.8170317266486,52.3863745179997,1816.38106731416,299.187349485015,
28-十二月-2017,麻豆區安業段500-1,文旦,0.214,7.75,0.946551724137931,49.5477883384397,63.2055380363266,1843.76499778528,142.196856379449,
28-十二月-2017,麻豆區謝厝寮段1367,文旦,0.196,8.44,1.13965517241379,116.654290258794,70.8767046057842,2581.7305941744,364.377547579237,
28-十二月-2017,麻豆區謝厝寮段1367,文旦,0.243,8.37,0.682758620689655,32.4439617698993,57.07608497227,3192.3815302549,311.204887098368,
28-十二月-2017,東山區北勢寮段175,小黃瓜,0.264,5.12,2.23275862068966,19.6763021741974,107.881099962343,1003.66432289927,193.527348727906,
27-十二月-2017,元長鄉長南段842,小番茄,4.12,8.47,1.57241379310345,108.056512891995,354.03793822645,6932(7022),1231(1248),3870(3882)
27-十二月-2017,元長鄉長南段842,小番茄,5.49,8.63,1.74310344827586,104.557967834159,524.045507794556,7168(7200),2003(1990),7137(7126)
27-十二月-2017,元長鄉長南段842,小番茄,0.693,8.19,1.29137931034483,168.59063452456,134.689336422089,4044.72863034504,466.449934016511,337
27-十二月-2017,永安段,洋香瓜,0.375,6.91,1.32586206896552,325.892417130253,121.817128812506,2033.7866742925,274.26964092794,
27-十二月-2017,台西海口段202-13,無作物,0.173,7.79,0.755172413793104,54.9991115041759,82.2839724522123,1525.41600289759,190.01319506666,
27-十二月-2017,月眉潭段月眉小段0376-0000,玉米.玉米筍,0.431,4.68,1.31896551724138,222.228989835926,265.322490715807,883.24915045259,183.563995954731,
27-十二月-2017,月眉潭段月眉小段0123-0000,玉米.玉米筍,0.363,5.01,1.32241379310345,145.934213565429,203.657334924934,1258.35550126854,234.418775997195,
27-十二月-2017,豐田村田庄3號,水稻,0.779,7.11,4.22413793103448,52.1088377953209,187.151170668599,3734.80714531799,382.827251613867,178.5
27-十二月-2017,下湖段7-16,鳳梨,0.074,4.87,0.951724137931035,120.510695344386,106.91287251504,828.31636943114,246.644763717689,
27-十二月-2017,下湖段7-16,鳳梨,0.105,4.89,1.1948275862069,164.273872077359,97.8053781364469,713.49388186266,134.866990267284,
26-十二月-2017,安南區公親段728,番茄,0.428,7.7,1.2448275862069,442.585919249748,227.79600031964,3324.71858336769,375.560370132235,
26-十二月-2017,新市區番子寮段1304,果樹.木瓜.芭樂,0.434,8.14,1.51896551724138,57.1433904317385,211.310893762138,3508.15357440828,278.768629694173,
26-十二月-2017,東石鄉下蔦松蔦松小段238,水稻,0.565,8.15,1.19827586206897,44.2492382565202,76.1366166222332,2291.42307841149,460.386878921373,
25-十二月-2017,水上鄉民生村自強街35號,玉米.蔬菜.辣椒,0.173,6.53,1.97758620689655,130.494622583291,121.522996654585,1707.40741883463,286.007152925985,
25-十二月-2017,刺桐鄉四合段539-1,溫室小黃瓜,0.488,5.9,4.58620689655173,636.704906153535,339.337455697845,2181.88826399799,437.050121222991,
25-十二月-2017,刺桐鄉四合段579,溫室小黃瓜,0.151,7.39,3.76724137931035,304.031387498167,93.4340931424223,1804.23345569945,210.150834378117,
22-十二月-2017,嘉義市北湖段0007-0001之1,美濃瓜,0.175,5.82,2.97586206896552,48.6482927865336,159.291259248719,1200.1568234163,217.533358889413,
22-十二月-2017,白河鎮玉豐段1219-0000,稻子,0.246,6.29,2,114.374194557543,185.413646258736,1299.57625523435,241.379272663171,
22-十二月-2017,太保市埔心段埔心小段198,美濃瓜,0.489,7.15,2.18965517241379,53.3764942398383,72.5612580580599,2359.88202285501,623.702782183736,
22-十二月-2017,將軍區中甲段983,番茄.美濃瓜.奇異果,0.342,8.07,0.267241379310345,14.6165034905625,40.0922666058575,2642.71860850111,330.846119495027,
22-十二月-2017,水林鄉大山段1501,洋菇,0.729,7.54,0.998275862068966,112.318217776885,420.756449262317,4757.98677433014,185.452165558504,
22-十二月-2017,古坑段93,柳丁,0.021,4.73,0.860344827586207,21.2511624604713,57.8877952168692,293.903389251002,37.1417448395095,
22-十二月-2017,古坑段古坑小段0094-0000,柳丁,0.062,4.08,3.03965517241379,124.869078426686,128.775204054962,385.820578864441,51.8243579052428,
22-十二月-2017,考試潭區04970000,瓜果類,0.316,7.35,1.44655172413793,135.638454834565,154.765955992364,1622.21334367105,310.961694453494,
22-十二月-2017,大社段1110,南瓜,0.089,8.08,0.275862068965517,9.70947066087377,57.7361187983561,2252.95795057955,187.233399571271,
20-十二月-2017,白河區詔安段1000,蓮藕,1.053,5.89,2,122.918520362478,117.027073371445,2406.09208274665,359.455230600121,
20-十二月-2017,白河區詔安段1831,蓮子,0.092,7.1,2.21379310344828,94.4543801316611,148.300033114928,1620.95024767151,271.059261094684,
20-十二月-2017,白河區詔安段1849,蓮子,1.037,5.54,2.36206896551724,51.61616405658,253.958115560705,1602.46291587269,313.381369738089,
20-十二月-2017,南市南區興農段547.547-2,番茄,0.148,7.84,1.27068965517241,50.7202459323487,77.184035321299,966.063377316562,274.055141430103,
20-十二月-2017,林內段347,敏豆.大同.小黃瓜,0.35,6.64,1.29827586206897,64.4560193792518,87.2171281051342,1311.4011238792,188.353496719057,
20-十二月-2017,崙頂小段435,紅龍果,0.141,6.46,0.901724137931035,88.5820892090828,208.948899221308,848.784273714877,235.566423655422,
20-十二月-2017,褒忠鄉馬鳴段1594-0000,木瓜.火龍果,0.662,7.28,1.76896551724138,167.887271357186,130.200214692798,2263.83284105645,334.08243273733,
20-十二月-2017,水林鄉燦林段159,青花菜,0.343,7.83,1.63448275862069,48.0184643472806,135.863338626249,1745.97877566044,287.275725433445,
20-十二月-2017,後潭段下庄小段0295,玉女番茄,0.535,7.61,2.2,186.948540666193,76.3225374970937,3327.35788972311,673.292310405302,
20-十二月-2017,管事厝段管厝小段319,小番茄,0.129,7.76,2.14137931034483,184.033326712069,160.249061450457,2724.12558038204,423.092615449281,
20-十二月-2017,管事厝段管厝小段322,小番茄,0.178,8.06,2.54137931034483,174.130072037363,138.68521208716,3268.84833385356,444.634892518648,
19-十二月-2017,歸仁區沙崙段1578,鳳梨,0.342,5.62,0.132758620689655,47.492910713198,58.9936102722371,337.061178691689,43.6904283079425,
19-十二月-2017,大埤鄉豐田段0826.0827,玉米,0.105,6.7,1.76379310344828,24.7379521109596,132.610687349068,1447.7281075586,228.382508140235,
19-十二月-2017,古坑鄉凹子段143-1.144-1,咖啡,0.048,4.95,1.81034482758621,16.2675612414372,103.129008791685,1090.44444080989,127.571279536237,
19-十二月-2017,西子段3302,小黃瓜,1.167,7.46,2.2,388.202877188009,343.929400169249,4346.0788624128,478.886801787944,
19-十二月-2017,番子田段0745,十字花科.菊科,0.108,7.38,1.24137931034483,37.9734236804882,62.9996189871063,1162.48286195401,235.483334119446,
19-十二月-2017,六分寮段1083.1084,十字花科.菊科,0.142,7.77,2.03620689655172,87.628228495468,114.12369425626,2176.38547243568,261.322880871067,
19-十二月-2017,六腳鄉潭子小段636,番茄,0.662,6.91,2.09137931034483,44.2613379242841,129.60983976821,1565.58727423222,412.701233615294,539
19-十二月-2017,六腳鄉六嘉小段959,洋桔梗,0.215,7.77,1.39137931034483,61.1690814879398,152.497241197976,1345.17133543134,301.932949103127,
18-十二月-2017,中埔鄉大義段0038-0000,玉米,0.08,6.97,1.76724137931034,100.393845464202,148.774012341811,2302.39200509141,467.00897706947,
18-十二月-2017,六腳鄉灣內段,蘆筍,1.352,6.69,1.77758620689655,476.047723910136,477.635900844255,2821.43510616194,459.310685771506,
18-十二月-2017,二崙鄉番社段1164-0000,玉米.火龍果.芭樂,0.567,7.6,1.73620689655172,74.9574007941859,104.643383143749,3056.43329858008,441.501955925486,
18-十二月-2017,山子腳段山腳小段832,番茄,0.302,7.88,0.998275862068966,21.0735424202383,98.1672872810402,3861.86912304506,445.769346704948,
18-十二月-2017,楠西區王萊宅段96-4,香蕉,0.081,4.62,0.867241379310345,487.947027242374,272.919305156547,784.958709461581,173.217366991972,
15-十二月-2017,柳營區路東段0603-0005,小黃瓜,0.15,5.81,1.05862068965517,586.769417157022,272.784637295848,1681.47641799105,206.001376272513,
15-十二月-2017,麻豆區謝厝寮段0597,文旦,0.17,6.58,3.01034482758621,854.556928523004,325.10519346287,2898.11675510845,309.468461247816,
15-十二月-2017,善化大同340,葉菜類,0.051,8.15,0.381034482758621,8.00983144800943,71.1059138603095,3964.82207268955,192.605766954039,
15-十二月-2017,善化東勢寮695,南瓜,0.051,8.16,0.463793103448276,7.36420897764321,97.5520096721827,3692.16736809874,128.56327942939,
15-十二月-2017,善化東勢寮945,南瓜,0.069,8.09,0.348275862068966,32.7582562600611,73.0113931450348,2023.41313938335,131.449472998839,
15-十二月-2017,善化東勢寮1175,稻子,0.205,5.13,1.57931034482759,59.6845406348868,128.573706496286,934.718417355487,178.443947835891,
15-十二月-2017,善化大同341,稻子,0.163,6.41,1.39827586206897,88.8242804417116,147.838546133973,1452.72469437971,177.512020390285,
15-十二月-2017,善化東勢寮1125,稻子,0.123,5.79,1.43448275862069,68.9208616752945,214.792881411665,1171.67183651115,161.732807207639,
15-十二月-2017,麻豆段664,文旦,0.816,8.39,1.03793103448276,234.524578592676,252.432109246923,2234.98904053323,416.924680113689,
15-十二月-2017,麻豆段657,文旦,0.263,7.49,3.02413793103448,446.577926614438,329.374257740477,3709.34810666753,543.520078985026,
15-十二月-2017,鹿草鄉鹿草段鹿東小段1486,桑葚果,0.084,6.77,2.29137931034483,16.1523395915367,180.735429202806,2195.91421993853,549.924443973925,
15-十二月-2017,莿桐段2058-0000,白菜,0.217,7.45,0.332758620689655,20.1626590045652,48.9510231694639,1132.23641081464,196.054155182846,
15-十二月-2017,大埔尾段4748,水稻,0.261,7.48,1.37241379310345,37.0197506385082,103.664974609964,3279.95468507926,278.662009580249,
15-十二月-2017,大埔尾段556-238,水稻,0.169,7.76,1.11551724137931,54.3963483583512,96.1327480667539,2835.94372462022,277.74710448349,
15-十二月-2017,民雄鄉好收段722,水稻,0.217,7.16,1.51896551724138,50.8923266664345,85.6752611039507,2104.63011613999,364.526346967168,
15-十二月-2017,民雄鄉好收段724,水稻,0.152,6.84,2.44137931034483,35.5675551111205,128.709742917937,2222.33756586934,316.268267836759,
15-十二月-2017,檨仔林段783,蜜棗,0.162,7.01,3.83448275862069,834.017157402981,336.774230183127,3871.29263646445,376.059264357696,
15-十二月-2017,檨仔林段1004,酪梨,0.092,6.75,2.27586206896552,465.829935547422,179.474419098399,2558.32997020172,163.82774994962,
15-十二月-2017,鹽館段266-4,紅龍果,0.131,6.61,2.96551724137931,240.704300406037,161.942664904379,2364.03261196648,328.092743913175,
15-十二月-2017,隆恩段719,酪梨,0.031,5.26,1.25344827586207,118.74713434554,103.485066240026,887.222717069305,114.268573180824,
15-十二月-2017,大平段309-7,茶樹,0.467,3.29,3.32068965517241,264.457168789882,355.66673978781,648.493161762701,153.536109830399,
15-十二月-2017,大平段309-7,茶樹,0.331,3.57,3.21034482758621,137.43468980117,306.056114853531,580.123749269258,131.388692808871,
15-十二月-2017,金獅寮12-9,茶樹,0.499,3.48,4.54655172413793,205.1513302133,274.299779614203,568.909132174478,109.630455034652,
13-十二月-2017,番子段1755,玉女番茄,0.954,7.58,2.37068965517241,256.042781115597,256.761726805331,5447.65099686525,459.980424703633,197
13-十二月-2017,西螺鎮社西段0883.0886,蔬菜,2.5,7.47(1.5),29.81(33.98),9737(9800),9020(9036),2120.83422584651,6690(6700),
13-十二月-2017,埤腳段1204,木瓜,0.513,7.72,0.520689655172414,10.9077543931783,99.3329070937863,3765.9491142082,376.622374307023,
13-十二月-2017,四湖鄉保安段1607.1608,稻米,0.081,7.53,1.50172413793103,413.334796290901,126.62568084105,1955.12349106744,337.408928249068,
13-十二月-2017,安定區蘇安段613,大豆,0.084,7.87,1.36206896551724,43.5132045717884,130.586777876658,1637.83076363676,280.724625032896,
